predicate	count	relation
be disproportionately affect by	32	
be divide into	32	
be dominant aspect	32	
be due for	32	
be eective for	32	
be empirically show	32	
be ere	32	
be explore by	32	
be expose to	32	
be fragment of	32	
be further study for	32	
be gradual construction of	32	
be important during	32	
be important than	32	
be investigate for	32	
be isolate	32	
be isolate early	32	
be largely blend of	32	
be largely drive by	32	
be likely close	32	
be major	32	
be measure	32	
be member of	32	
be more eective for	32	
be more important during	32	
be necessary precondition	32	
be offset by	32	
be plan	32	
be portrait of	32	
be powerful brake	32	
be precondition	32	
be problem	32	
be relevant for	32	
be specific to	32	
be supportive at	32	
be take in	32	
be understand by	32	
be unlikely without	32	
be useful in	32	
be usually trace to	32	
be very different from	32	
be worth	32	
behavior of be	32	
better organise	32	
bring forth	32	
can begin by	32	
can prove dimension in	32	
can prove in	32	
carry out under	32	
cast	32	
cause of	32	
close book by	32	
consistent tend	32	
construct water treatment system after	32	
criticize	32	
currently be due for	32	
cut down	32	
cynosure within	32	
dip	32	
earn	32	
employ in	32	
estimatestypically frequently wield as	32	
estimatestypically wield as	32	
even provide	32	
evidence	32	
examine support	32	
exhibit reduction	32	
experience condition	32	
experience increase of	32	
failure of be	32	
finally contribute by	32	
focus with	32	
frequency of	32	
frequently wield as	32	
further explore	32	
give mover advantage	32	
have already cause	32	
have attain	32	
have enjoy	32	
have fuel division	32	
have give rise to	32	
have integrate control system	32	
heighten hostility	32	
hire through	32	
hold view	32	
however be fragment of	32	
however must operate	32	
however remain in	32	
include population due	32	
influence student	32	
international migration with	32	
involvement	32	
kutupalong	32	
large percentage of be	32	
lay out view in	32	
likely pervade	32	
lose due	32	
mainly construct water treatment system after	32	
may become	32	
must negotiate	32	
observe globally in	32	
overall provide	32	
percentage of be	32	
propose framework by	32	
provide information	32	
provoke question	32	
quantify effect	32	
question of	32	
rarely include population due	32	
record	32	
relieve	32	
secrete by	32	
settle via	32	
shift balance by	32	
simulate trajectory in	32	
steeply dip	32	
summarise	32	
therefore be blend of	32	
therefore be largely blend of	32	
thus be brake	32	
total international migration with	32	
total migration with	32	
usually associate with	32	
usually refer to	32	
ut	32	
warn to	32	
well present	32	
wield as	32	
will emerge	32	
will require	32	
also contribute to	31	
also include	31	
attribute to	31	
be critical to	31	
be introduce	31	
be positively relate to	31	
be prevalent in	31	
be translate into	31	
be use by	31	
can become	31	
collect in	31	
come at	31	
come into	31	
come with	31	
contributor	31	
could have	31	
disagree with	31	
explore image base	31	
have limit	31	
have occupy	31	
have reveal	31	
have shape	31	
however have	31	
investigate in	31	
lag behind	31	
level of be	31	
life of	31	
live	31	
locate in	31	
look in	31	
may affect	31	
must make	31	
only indirect effect of be	31	
politics of	31	
present example from	31	
reduction in	31	
search for	31	
serve in	31	
shift from	31	
steer	31	
strategy for	31	
suppress	31	
translate into	31	
underestimate	31	
volume	31	
will present	31	
absence of	30	
advocate nevertheless program	30	
advocate program	30	
allocation of be	30	
appear at	30	
base on	30	
be ambitious in	30	
be analyze here in	30	
be base with	30	
be carry out in	30	
be employ	30	
be endogenous in	30	
be form by	30	
be gain	30	
be identify in	30	
be increasingly become	30	
be increasingly likely face	30	
be lack however on	30	
be lecturer at	30	
be likely face	30	
be more important than	30	
be reject due	30	
be subject of	30	
be threshold	30	
become from	30	
can apprehend world	30	
combination of	30	
cost of	30	
decide	30	
depend significantly with	30	
depend with	30	
devise	30	
discuss in	30	
do relate to	30	
draw together	30	
elsewhere stand in	30	
empirically investigate influence give	30	
envisage	30	
examine rial by	30	
exist with	30	
face problem	30	
face problem of	30	
feature in	30	
freer market	30	
have deeply change in	30	
have formulate	30	
have play with	30	
have recently report on	30	
have report on	30	
however start	30	
increase during	30	
indirect effect of be	30	
induce by	30	
interaction of	30	
introduction of	30	
investigate influence give	30	
office of	30	
only effect of be	30	
political & moral dimension of be	30	
political dimension of be	30	
post on	30	
president	30	
press	30	
provide basis in	30	
publish into	30	
range of	30	
reduce after	30	
reduce liver injury after	30	
reflect primarily on	30	
reframe	30	
report in	30	
reshape	30	
retrofit from	30	
sell	30	
strive for	30	
subsequent focus of be	30	
will move beyond	30	
win	30	
year	30	
agree on	29	
also develop	29	
also raise	29	
assist	29	
back	29	
be characterize as	29	
be condition	29	
be conduct on	29	
be confront with	29	
be demonstrate	29	
be design	29	
be develop for	29	
be establish in	29	
be generate	29	
be guide by	29	
be introduce as	29	
be low in	29	
be need for	29	
be professor of	29	
be show regard	29	
briefly review	29	
broaden	29	
communicate	29	
conscious present	29	
coordinate	29	
cost	29	
culminate in	29	
develop global plan on	29	
do make	29	
downplay	29	
ease	29	
exist on	29	
first trace	29	
have grow in	29	
hearing before	29	
impede	29	
invent	29	
invite reflection on	29	
may seem	29	
migration of	29	
negotiate	29	
occur under	29	
participant	29	
pattern of	29	
position	29	
present on	29	
president of	29	
produce in	29	
project	29	
separate	29	
serve before	29	
state in	29	
stay	29	
submit on	29	
think	29	
transformation	29	
under	29	
use survey datum from	29	
vary accord	29	
will appeal to	29	
will become	29	
adequately make	28	
alignment	28	
also identify	28	
also offer	28	
also relieve	28	
always need	28	
arguably continue despite	28	
arise	28	
back provide	28	
balance of be	28	
be acknowledge	28	
be anomalous one with	28	
be attain by	28	
be change in	28	
be close	28	
be closely link to	28	
be currently consider as	28	
be desire of	28	
be difficult for	28	
be effect of	28	
be establish follow	28	
be evident already	28	
be exaggerated	28	
be examine include	28	
be face	28	
be informative up	28	
be mainly motivate by	28	
be much more than	28	
be outcome of	28	
be pattern after	28	
be pit in	28	
be revolutionize with	28	
be rise exponentially with	28	
be rise with	28	
be stick	28	
be stress	28	
be study in	28	
be success of	28	
be take into	28	
be technical success of	28	
be uneven	28	
be very uneven	28	
be widely acknowledge	28	
become by	28	
broader affect	28	
combine determine in	28	
combine determine nature in	28	
combine with	28	
conceive as	28	
contribution as	28	
correlate well with	28	
deal	28	
debilitate practice with	28	
deliberate	28	
determine nature in	28	
distribute	28	
do appear	28	
during	28	
establish in	28	
evolve to	28	
examine empirically	28	
focus act on	28	
focus instead on	28	
function in	28	
go through	28	
have again become	28	
have carry out	28	
have co-evolve as	28	
have come	28	
high level of	28	
hinge on	28	
how broader affect	28	
ignite war by	28	
increase as	28	
insist on	28	
integrate practice for	28	
intensify	28	
interaction between	28	
interpret as	28	
interrogate	28	
key element	28	
locate northern england within	28	
major contribution as	28	
make up	28	
may result from	28	
model stability in	28	
much of be	28	
must also negotiate	28	
must observe period	28	
now be stick	28	
obtain for	28	
occasion by	28	
place fund in	28	
proceed beyond	28	
provide evaluation in	28	
provide insight upon	28	
publish budget datum	28	
publish budget datum dynamically	28	
reassess	28	
register	28	
release	28	
remain at	28	
rule	28	
second construct	28	
second have	28	
second proceed beyond	28	
should prepare by	28	
suggest by	28	
take by	28	
take reader inside	28	
tently defend	28	
track	28	
u of	28	
work paper	28	
adolescent	27	
also justify	27	
also make	27	
be also render in	27	
be analyse from	27	
be assign to	27	
be bear in	27	
be central enigmatic figure in	27	
be characterise by	27	
be contingent on	27	
be couple by	27	
be couple concurrently by	27	
be crucial for	27	
be discuss include	27	
be enigmatic figure in	27	
be establish	27	
be forest	27	
be independent of	27	
be indifferent to	27	
be likely	27	
be prove	27	
be regard	27	
be render in	27	
become for	27	
begin by	27	
benefit	27	
building on	27	
cause of be	27	
change to	27	
characteristic of	27	
contribution	27	
create space inside	27	
depart from	27	
deviate in	27	
devote to	27	
direct	27	
do through	27	
end in	27	
extend theory by	27	
finally discuss	27	
first be become	27	
have persist despite	27	
have position despite	27	
hesitantly react to	27	
importance of	27	
introduce reader to	27	
lie at	27	
make in	27	
occur at	27	
optimize	27	
portray	27	
provide overview in	27	
reduce in	27	
register in	27	
remain as	27	
sign	27	
temporarily deviate in	27	
term	27	
train	27	
undergo with	27	
value for	27	
welcome	27	
wield	27	
yet know	27	
also look into	26	
approximate	26	
arise in	26	
augment	26	
be complement	26	
be constrain	26	
be construct within	26	
be contribution to	26	
be develop in	26	
be drive through	26	
be element of	26	
be face by	26	
be find at	26	
be formulate base	26	
be include	26	
be make on	26	
be place on	26	
be problem of	26	
be propose	26	
be reduce by	26	
be see for	26	
be significantly correlate with	26	
be state	26	
be synthesize for	26	
be vital complement	26	
center on	26	
characterization with	26	
consistently become	26	
correlate	26	
cycladic oligo miocene detachment of be	26	
debunk	26	
deliver living history in	26	
devolve from	26	
diverge from	26	
do take over	26	
draw conclusion about	26	
existence of	26	
experience from	26	
exploration at	26	
face pressure	26	
frame	26	
further exploration at	26	
gap	26	
great marvel of be	26	
have acquire	26	
have construct	26	
have cover	26	
have effect through	26	
have emphasize	26	
have foster	26	
have increase in	26	
have operate as	26	
have place	26	
have seek in	26	
have study	26	
have utilize	26	
however become with	26	
however depend on	26	
leverage	26	
locate result in	26	
logistics	26	
maintain however	26	
may therefore seem	26	
motivate by	26	
network of	26	
of role be	26	
often fail	26	
oligo miocene detachment of be	26	
pass	26	
possibility of	26	
program	26	
provide evidence after	26	
satisfy	26	
spark	26	
supplement	26	
test hypothesis	26	
therefore remain	26	
underscore	26	
undoubtedly have	26	
useful characterization with	26	
vary in	26	
will discuss	26	
would become	26	
adopt history writing as	25	
afford	25	
aim by	25	
appoint	25	
be accord	25	
be amongst	25	
be base in	25	
be bind without	25	
be challenge by	25	
be closer than	25	
be control by	25	
be directly bind without	25	
be experience recovery at_time	25	
be indeed closer than	25	
be instrumental in	25	
be introduce by	25	
be manifest in	25	
be obtain	25	
be perform with	25	
be predictor for	25	
be prerequisite for	25	
be present concern	25	
be reflect in	25	
be relate	25	
